timestamp,message
1740753270013,"INFO	2025-02-28T14:34:30,012	19829	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_3 stored as values in memory (estimated size 16.9 KiB, free 11.8 GiB)
"
1740753270015,"INFO	2025-02-28T14:34:30,015	19832	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_3_piece0 stored as bytes in memory (estimated size 8.3 KiB, actual size: 8.3 KiB, free 11.8 GiB)
"
1740753270016,"INFO	2025-02-28T14:34:30,016	19833	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_3_piece0 in memory on 172.39.19.99:42393 (size: 8.3 KiB, free: 11.8 GiB)
"
1740753270017,"INFO	2025-02-28T14:34:30,017	19834	org.apache.spark.SparkContext	[dag-scheduler-event-loop]	60	Created broadcast 3 from broadcast at DAGScheduler.scala:1664
"
1740753270038,"INFO	2025-02-28T14:34:30,037	19854	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Submitting 1 missing tasks from ResultStage 0 (MapPartitionsRDD[3] at csv at NativeMethodAccessorImpl.java:0) (first 15 tasks are for partitions Vector(0))
"
1740753270039,"INFO	2025-02-28T14:34:30,039	19856	org.apache.spark.scheduler.TaskSchedulerImpl	[dag-scheduler-event-loop]	60	Adding task set 0.0 with 1 tasks resource profile 0
"
1740753280791,"INFO	2025-02-28T14:34:40,790	30607	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint	[dispatcher-CoarseGrainedScheduler]	60	Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.35.135.69:40006) with ID 1,  ResourceProfileId 0
"
1740753280792,"INFO	2025-02-28T14:34:40,792	30609	org.apache.spark.executor.ExecutorLogUrlHandler	[dispatcher-CoarseGrainedScheduler]	60	Fail to renew executor log urls: some of required attributes are missing in app's event log.. Required: Set(CONTAINER_ID) / available: Set(). Falling back to show app's original log urls.
"
1740753280793,"INFO	2025-02-28T14:34:40,793	30610	org.apache.spark.scheduler.cluster.glue.ExecutorEventListener	[spark-listener-group-shared]	60	Got executor added event for 1 @ 1740753280792
"
1740753280794,"INFO	2025-02-28T14:34:40,793	30610	org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator	[spark-listener-group-shared]	60	connected executor 1
"
1740753280797,"INFO	2025-02-28T14:34:40,797	30614	org.apache.spark.scheduler.dynalloc.ExecutorMonitor	[spark-listener-group-executorManagement]	60	New executor 1 has registered (new total is 1)
"
1740753280861,"INFO	2025-02-28T14:34:40,860	30677	org.apache.spark.storage.BlockManagerMasterEndpoint	[dispatcher-BlockManagerMaster]	60	Registering block manager 172.35.135.69:39689 with 11.8 GiB RAM, BlockManagerId(1, 172.35.135.69, 39689, None)
"
1740753281714,"INFO	2025-02-28T14:34:41,714	31531	org.apache.spark.scheduler.TaskSetManager	[dispatcher-CoarseGrainedScheduler]	60	Starting task 0.0 in stage 0.0 (TID 0) (172.35.135.69, executor 1, partition 0, ANY, 10421 bytes) 
"
1740753282123,"INFO	2025-02-28T14:34:42,122	31939	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_3_piece0 in memory on 172.35.135.69:39689 (size: 8.3 KiB, free: 11.8 GiB)
"
1740753283342,"INFO	2025-02-28T14:34:43,342	33159	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_2_piece0 in memory on 172.35.135.69:39689 (size: 57.5 KiB, free: 11.8 GiB)
"
1740753283869,"INFO	2025-02-28T14:34:43,869	33686	com.amazonaws.services.glue.LogPusher	[pool-6-thread-1]	60	uploading file:///var/log/spark/apps to s3://aws-glue-assets-842675997893-us-east-1/sparkHistoryLogs/
"
1740753283954,"ERROR	2025-02-28T14:34:43,949	33766	com.amazonaws.services.glue.LogPusher	[pool-6-thread-1]	97	com.amazon.ws.emr.hadoop.fs.shaded.com.amazonaws.services.s3.model.AmazonS3Exception: The specified bucket does not exist (Service: Amazon S3; Status Code: 404; Error Code: NoSuchBucket; Request ID: NE2H7APDDD0ND70V; S3 Extended Request ID: ylyDlnN9l8ta32ZbgE0bhOhsmz6dbPI0YoDYe2JF0663zrm5WTv32Qu4cMsnCrxlzaCEYEOi3UQ=; Proxy: null), S3 Extended Request ID: ylyDlnN9l8ta32ZbgE0bhOhsmz6dbPI0YoDYe2JF0663zrm5WTv32Qu4cMsnCrxlzaCEYEOi3UQ=
java.io.IOException: com.amazon.ws.emr.hadoop.fs.shaded.com.amazonaws.services.s3.model.AmazonS3Exception: The specified bucket does not exist (Service: Amazon S3; Status Code: 404; Error Code: NoSuchBucket; Request ID: NE2H7APDDD0ND70V; S3 Extended Request ID: ylyDlnN9l8ta32ZbgE0bhOhsmz6dbPI0YoDYe2JF0663zrm5WTv32Qu4cMsnCrxlzaCEYEOi3UQ=; Proxy: null), S3 Extended Request ID: ylyDlnN9l8ta32ZbgE0bhOhsmz6dbPI0YoDYe2JF0663zrm5WTv32Qu4cMsnCrxlzaCEYEOi3UQ=
	at com.amazon.ws.emr.hadoop.fs.s3n.Jets"
