timestamp,message
"
1740516070244,"INFO	2025-02-25T20:41:10,244	5472	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[Thread-7]	60	Starting JES Scheduler Backend.
"
1740516070246,"INFO	2025-02-25T20:41:10,246	5474	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[Thread-7]	60	Set total expected executors: rpId: 0, numExecs: 1
"
1740516070247,"INFO	2025-02-25T20:41:10,247	5475	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[Thread-7]	60	Initial executors are 1
"
1740516070253,"INFO	2025-02-25T20:41:10,253	5481	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[executorAllocator]	60	Creating executors task for application spark-application-1740516070192 with resource profile 0
"
1740516070255,"INFO	2025-02-25T20:41:10,255	5483	org.apache.spark.util.Utils	[Thread-7]	60	Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 44077.
"
1740516070256,"INFO	2025-02-25T20:41:10,255	5483	org.apache.spark.network.netty.NettyBlockTransferService	[Thread-7]	88	Server created on 172.34.51.225:44077
"
1740516070257,"INFO	2025-02-25T20:41:10,256	5484	org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator	[executorAllocator]	60	Creating new task with arguments List(--driver-url, spark://CoarseGrainedScheduler@172.34.51.225:34473, --executor-id, 1, --app-id, spark-application-1740516070192, --cores, 8, --resourceProfileId, 0)
"
1740516070257,"INFO	2025-02-25T20:41:10,257	5485	org.apache.spark.storage.BlockManager	[Thread-7]	60	Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
"
1740516070259,"INFO	2025-02-25T20:41:10,259	5487	org.apache.spark.deploy.glue.client.GlueTaskGroupRMClient	[executorAllocator]	60	creating executor task for executor 1; clientToken gr_tg-44b684029e03db1c768d2ac6ae498bdd17326224_e_1_a_spark-application-1740516070192_p_1
"
1740516070265,"INFO	2025-02-25T20:41:10,265	5493	org.apache.spark.storage.BlockManagerMaster	[Thread-7]	60	Registering BlockManager BlockManagerId(driver, 172.34.51.225, 44077, None)
"
1740516070268,"INFO	2025-02-25T20:41:10,268	5496	org.apache.spark.storage.BlockManagerMasterEndpoint	[dispatcher-BlockManagerMaster]	60	Registering block manager 172.34.51.225:44077 with 11.8 GiB RAM, BlockManagerId(driver, 172.34.51.225, 44077, None)
"
1740516070271,"INFO	2025-02-25T20:41:10,270	5498	org.apache.spark.storage.BlockManagerMaster	[Thread-7]	60	Registered BlockManager BlockManagerId(driver, 172.34.51.225, 44077, None)
"
1740516070271,"INFO	2025-02-25T20:41:10,271	5499	org.apache.spark.storage.BlockManager	[Thread-7]	60	Initialized BlockManager: BlockManagerId(driver, 172.34.51.225, 44077, None)
"
1740516070279,"INFO	2025-02-25T20:41:10,278	5506	org.apache.spark.deploy.glue.client.GlueTaskGroupRMClient	[executorAllocator]	60	Sending request to JES
"
1740516070478,"INFO	2025-02-25T20:41:10,478	5706	org.apache.spark.metrics.sink.GlueCloudwatchSink	[Thread-7]	16	CloudwatchSink: jobName: Hackathon-Test-Glue-2 jobRunId: jr_4b568db588200719ca859067253367b1f480062e908191c64a05ab0ab92739ae
"
1740516070643,"INFO	2025-02-25T20:41:10,643	5871	org.apache.spark.deploy.history.SingleEventLogFileWriter	[Thread-7]	60	Logging events to file:/var/log/spark/apps/spark-application-1740516070192.inprogress
"
1740516070745,"INFO	2025-02-25T20:41:10,745	5973	org.apache.spark.util.Utils	[Thread-7]	60	Using initial executors = 1, max of spark.dynamicAllocation.initialExecutors, spark.dynamicAllocation.minExecutors and spark.executor.instances
"
1740516070746,"INFO	2025-02-25T20:41:10,746	5974	org.apache.spark.ExecutorAllocationManager	[Thread-7]	60	Dynamic allocation is enabled without a shuffle service.
"
1740516070759,"INFO	2025-02-25T20:41:10,759	5987	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[Thread-7]	60	Set total expected executors: rpId: 0, numExecs: 1
"
1740516070759,"INFO	2025-02-25T20:41:10,759	5987	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[Thread-7]	60	Requested total executors are 1
"
1740516070796,"INFO	2025-02-25T20:41:10,795	6023	com.amazonaws.services.glueexceptionanalysis.EventLogFileWriter	[Thread-7]	51	Started file writer for com.amazonaws.services.glueexceptionanalysis.EventLogFileWriter
"
1740516070803,"INFO	2025-02-25T20:41:10,802	6030	org.apache.spark.SparkContext	[Thread-7]	60	Registered listener com.amazonaws.services.glueexceptionanalysis.GlueExceptionAnalysisListener
"
1740516070818,"INFO	2025-02-25T20:41:10,817	6045	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[Thread-7]	60	getDriverLogUrls Map()
"
1740516070822,"INFO	2025-02-25T20:41:10,822	6050	org.apache.spark.executor.ExecutorLogUrlHandler	[Thread-7]	60	Fail to renew executor log urls: some of required attributes are missing in app's event log.. Required: Set(CONTAINER_ID) / available: Set(). Falling back to show app's original log urls.
"
1740516070825,"INFO	2025-02-25T20:41:10,825	6053	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend	[Thread-7]	60	SchedulerBackend is ready for scheduling beginning after reached minRegisteredResourcesRatio: 0.0
"
1740516070962,"INFO	2025-02-25T20:41:10,961	6189	org.apache.spark.deploy.glue.client.GlueTaskGroupRMClient	[executorAllocator]	60	createChildTask API response code 200
"
1740516070963,"INFO	2025-02-25T20:41:10,962	6190	org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator	[executorAllocator]	60	executor task g-f9b64d3e7d5138203fd7b8c49d7e1785ed981a0f created for executor 1 in resource profile 0
"
1740516071016,"INFO	2025-02-25T20:41:11,016	6244	com.amazonaws.services.glue.GlueContext	[Thread-7]	119	GlueMetrics configured and enabled
"
1740516071018,"INFO	2025-02-25T20:41:11,018	6246	org.apache.spark.metrics.source.ObservabilityTaskInfoRecorderListener	[Thread-7]	28	ThroughputMetricsSource is initiated
"
1740516071026,"INFO	2025-02-25T20:41:11,026	6254	org.apache.spark.metrics.source.ObservabilityTaskInfoRecorderListener	[Thread-7]	53	ResourceUtilizationMetricsSource is initiated
"
1740516071027,"INFO	2025-02-25T20:41:11,027	6255	org.apache.spark.metrics.source.StageSkewness	[Thread-7]	29	[Observability] Skewness metric using Skewness Factor = 5
"
1740516071028,"INFO	2025-02-25T20:41:11,028	6256	org.apache.spark.metrics.source.ObservabilityTaskInfoRecorderListener	[Thread-7]	68	PerformanceMetricsSource is initiated
"
1740516071028,"INFO	2025-02-25T20:41:11,028	6256	com.amazonaws.services.glue.GlueContext	[Thread-7]	127	ObservabilityMetrics configured and enabled
"
1740516071038,"INFO	2025-02-25T20:41:11,038	6266	com.amazonaws.services.glue.utils.EndpointConfig$	[Thread-7]	36	 STAGE is prod
"
1740516071039,"INFO	2025-02-25T20:41:11,039	6267	com.amazonaws.services.glue.utils.EndpointConfig$	[Thread-7]	90	Endpoints: {credentials_provider=com.amazonaws.auth.DefaultAWSCredentialsProviderChain, glue.endpoint=https://glue.us-east-1.amazonaws.com, lakeformation.endpoint=https://lakeformation.us-east-1.amazonaws.com, jes.endpoint=https://glue-jes-prod.us-east-1.amazonaws.com, region=us-east-1}
"
1740516071085,"INFO	2025-02-25T20:41:11,084	6312	org.apache.spark.sql.internal.SharedState	[Thread-7]	60	spark.sql.warehouse.dir is not set, but hive.metastore.warehouse.dir is set. Setting spark.sql.warehouse.dir to the value of hive.metastore.warehouse.dir.
"
1740516071087,"INFO	2025-02-25T20:41:11,087	6315	org.apache.spark.sql.internal.SharedState	[Thread-7]	60	Warehouse path is 'file:/tmp/spark-warehouse'.
"
1740516071855,"INFO	2025-02-25T20:41:11,855	7083	org.opensearch.hadoop.util.Version	[Thread-7]	143	OpenSearch Hadoop v1.2.0 [2a4148055f]
"
1740516072030,"INFO	2025-02-25T20:41:12,030	7258	com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory	[Thread-7]	72	Unable to create provider using constructor: DefaultAWSCredentialsProviderChain(java.net.URI, org.apache.hadoop.conf.Configuration)
"
1740516072031,"INFO	2025-02-25T20:41:12,030	7258	com.amazon.ws.emr.hadoop.fs.util.ClientConfigurationFactory	[Thread-7]	85	Set initial getObject socket timeout to 2000 ms.
"
1740516072435,"INFO	2025-02-25T20:41:12,435	7663	org.apache.spark.sql.execution.datasources.InMemoryFileIndex	[Thread-7]	60	It took 31 ms to list leaf files for 1 paths.
"
1740516072484,"INFO	2025-02-25T20:41:12,484	7712	org.apache.spark.sql.execution.datasources.InMemoryFileIndex	[Thread-7]	60	It took 2 ms to list leaf files for 1 paths.
"
1740516074444,"INFO	2025-02-25T20:41:14,444	9672	org.apache.spark.sql.execution.datasources.FileSourceStrategy	[Thread-7]	60	Pushed Filters: 
"
1740516074445,"INFO	2025-02-25T20:41:14,445	9673	org.apache.spark.sql.execution.datasources.FileSourceStrategy	[Thread-7]	60	Post-Scan Filters: (length(trim(value#0, None)) > 0)
"
1740516074730,"INFO	2025-02-25T20:41:14,730	9958	org.apache.spark.storage.memory.MemoryStore	[Thread-7]	60	Block broadcast_0 stored as values in memory (estimated size 292.4 KiB, free 11.8 GiB)
"
1740516074794,"INFO	2025-02-25T20:41:14,794	10022	org.apache.spark.storage.memory.MemoryStore	[Thread-7]	60	Block broadcast_0_piece0 stored as bytes in memory (estimated size 55.5 KiB, actual size: 55.5 KiB, free 11.8 GiB)
"
1740516074797,"INFO	2025-02-25T20:41:14,797	10025	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_0_piece0 in memory on 172.34.51.225:44077 (size: 55.5 KiB, free: 11.8 GiB)
"
1740516074802,"INFO	2025-02-25T20:41:14,802	10030	org.apache.spark.SparkContext	[Thread-7]	60	Created broadcast 0 from csv at NativeMethodAccessorImpl.java:0
"
1740516074824,"INFO	2025-02-25T20:41:14,824	10052	com.hadoop.compression.lzo.GPLNativeCodeLoader	[Thread-7]	34	Loaded native gpl library
"
1740516074826,"INFO	2025-02-25T20:41:14,826	10054	com.hadoop.compression.lzo.LzoCodec	[Thread-7]	76	Successfully loaded & initialized native-lzo library [hadoop-lzo rev 049362b7cf53ff5f739d6b1532457f2c6cd495e8]
"
1740516074845,"INFO	2025-02-25T20:41:14,845	10073	org.apache.spark.sql.execution.FileSourceScanExec	[Thread-7]	60	Planning scan with bin packing, max size: 4194304 bytes, open cost is considered as scanning 4194304 bytes, number of split files: 1, prefetch: false
"
1740516074850,"INFO	2025-02-25T20:41:14,850	10078	org.apache.spark.sql.execution.FileSourceScanExec	[Thread-7]	60	relation: None, fileSplitsInPartitionHistogram: Vector((1 fileSplits,1))
"
1740516075047,"INFO	2025-02-25T20:41:15,047	10275	org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator	[Thread-7]	60	Code generated in 153.35567 ms
"
1740516075113,"INFO	2025-02-25T20:41:15,113	10341	org.apache.spark.SparkContext	[Thread-7]	60	Starting job: csv at NativeMethodAccessorImpl.java:0
"
1740516075130,"INFO	2025-02-25T20:41:15,129	10357	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Got job 0 (csv at NativeMethodAccessorImpl.java:0) with 1 output partitions
"
1740516075130,"INFO	2025-02-25T20:41:15,130	10358	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Final stage: ResultStage 0 (csv at NativeMethodAccessorImpl.java:0)
"
1740516075130,"INFO	2025-02-25T20:41:15,130	10358	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Parents of final stage: List()
"
1740516075132,"INFO	2025-02-25T20:41:15,131	10359	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Missing parents: List()
"
1740516075136,"INFO	2025-02-25T20:41:15,136	10364	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Submitting ResultStage 0 (MapPartitionsRDD[3] at csv at NativeMethodAccessorImpl.java:0), which has no missing parents
"
1740516075234,"INFO	2025-02-25T20:41:15,234	10462	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_1 stored as values in memory (estimated size 16.9 KiB, free 11.8 GiB)
"
1740516075236,"INFO	2025-02-25T20:41:15,236	10464	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_1_piece0 stored as bytes in memory (estimated size 8.3 KiB, actual size: 8.3 KiB, free 11.8 GiB)
"
1740516075237,"INFO	2025-02-25T20:41:15,237	10465	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_1_piece0 in memory on 172.34.51.225:44077 (size: 8.3 KiB, free: 11.8 GiB)
"
1740516075238,"INFO	2025-02-25T20:41:15,238	10466	org.apache.spark.SparkContext	[dag-scheduler-event-loop]	60	Created broadcast 1 from broadcast at DAGScheduler.scala:1664
"
1740516075254,"INFO	2025-02-25T20:41:15,254	10482	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Submitting 1 missing tasks from ResultStage 0 (MapPartitionsRDD[3] at csv at NativeMethodAccessorImpl.java:0) (first 15 tasks are for partitions Vector(0))
"
1740516075255,"INFO	2025-02-25T20:41:15,255	10483	org.apache.spark.scheduler.TaskSchedulerImpl	[dag-scheduler-event-loop]	60	Adding task set 0.0 with 1 tasks resource profile 0
"
1740516090266,"WARN	2025-02-25T20:41:30,266	25494	org.apache.spark.scheduler.TaskSchedulerImpl	[task-starvation-timer]	72	Initial job has not accepted any resources; check your cluster UI to ensure that workers are registered and have sufficient resources
"
1740516091190,"INFO	2025-02-25T20:41:31,189	26417	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint	[dispatcher-CoarseGrainedScheduler]	60	Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.38.3.104:53038) with ID 1,  ResourceProfileId 0
"
1740516091192,"INFO	2025-02-25T20:41:31,191	26419	org.apache.spark.executor.ExecutorLogUrlHandler	[dispatcher-CoarseGrainedScheduler]	60	Fail to renew executor log urls: some of required attributes are missing in app's event log.. Required: Set(CONTAINER_ID) / available: Set(). Falling back to show app's original log urls.
"
1740516091193,"INFO	2025-02-25T20:41:31,192	26420	org.apache.spark.scheduler.cluster.glue.ExecutorEventListener	[spark-listener-group-shared]	60	Got executor added event for 1 @ 1740516091192
"
1740516091193,"INFO	2025-02-25T20:41:31,193	26421	org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator	[spark-listener-group-shared]	60	connected executor 1
"
1740516091196,"INFO	2025-02-25T20:41:31,196	26424	org.apache.spark.scheduler.dynalloc.ExecutorMonitor	[spark-listener-group-executorManagement]	60	New executor 1 has registered (new total is 1)
"
1740516091261,"INFO	2025-02-25T20:41:31,261	26489	org.apache.spark.storage.BlockManagerMasterEndpoint	[dispatcher-BlockManagerMaster]	60	Registering block manager 172.38.3.104:38343 with 11.8 GiB RAM, BlockManagerId(1, 172.38.3.104, 38343, None)
"
1740516092513,"INFO	2025-02-25T20:41:32,512	27740	org.apache.spark.scheduler.TaskSetManager	[dispatcher-CoarseGrainedScheduler]	60	Starting task 0.0 in stage 0.0 (TID 0) (172.38.3.104, executor 1, partition 0, ANY, 10424 bytes) 
"
1740516093148,"INFO	2025-02-25T20:41:33,148	28376	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_1_piece0 in memory on 172.38.3.104:38343 (size: 8.3 KiB, free: 11.8 GiB)
"
1740516095377,"INFO	2025-02-25T20:41:35,377	30605	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_0_piece0 in memory on 172.38.3.104:38343 (size: 55.5 KiB, free: 11.8 GiB)
"
1740516097147,"INFO	2025-02-25T20:41:37,147	32375	org.apache.spark.scheduler.TaskSetManager	[task-result-getter-0]	60	Finished task 0.0 in stage 0.0 (TID 0) in 4646 ms on 172.38.3.104 (executor 1) (1/1)
"
1740516097149,"INFO	2025-02-25T20:41:37,148	32376	org.apache.spark.scheduler.TaskSchedulerImpl	[task-result-getter-0]	60	Removed TaskSet 0.0, whose tasks have all completed, from pool 
"
1740516097152,"INFO	2025-02-25T20:41:37,152	32380	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	ResultStage 0 (csv at NativeMethodAccessorImpl.java:0) finished in 22.002 s
"
1740516097157,"INFO	2025-02-25T20:41:37,156	32384	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Job 0 is finished. Cancelling potential speculative or zombie tasks for this job
"
1740516097157,"INFO	2025-02-25T20:41:37,157	32385	org.apache.spark.scheduler.TaskSchedulerImpl	[dag-scheduler-event-loop]	60	Killing all running tasks in stage 0: Stage finished
"
1740516097160,"INFO	2025-02-25T20:41:37,160	32388	org.apache.spark.scheduler.DAGScheduler	[Thread-7]	60	Job 0 finished: csv at NativeMethodAccessorImpl.java:0, took 22.046237 s
"
1740516097184,"INFO	2025-02-25T20:41:37,184	32412	org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator	[Thread-7]	60	Code generated in 11.922955 ms
"
1740516097195,"INFO	2025-02-25T20:41:37,194	32422	org.apache.spark.sql.execution.SQLExecution	[Thread-7]	60	Generating and posting SparkListenerSQLExecutionObfuscatedInfo...
"
1740516097197,"INFO	2025-02-25T20:41:37,197	32425	org.apache.spark.sql.execution.SQLExecution	[Thread-7]	60	Posted SparkListenerSQLExecutionObfuscatedInfo in 3 ms
"
1740516097251,"INFO	2025-02-25T20:41:37,251	32479	org.apache.spark.sql.execution.datasources.FileSourceStrategy	[Thread-7]	60	Pushed Filters: 
"
1740516097251,"INFO	2025-02-25T20:41:37,251	32479	org.apache.spark.sql.execution.datasources.FileSourceStrategy	[Thread-7]	60	Post-Scan Filters: 
"
1740516097259,"INFO	2025-02-25T20:41:37,259	32487	org.apache.spark.storage.memory.MemoryStore	[Thread-7]	60	Block broadcast_2 stored as values in memory (estimated size 292.4 KiB, free 11.8 GiB)
"
1740516097272,"INFO	2025-02-25T20:41:37,271	32499	org.apache.spark.storage.memory.MemoryStore	[Thread-7]	60	Block broadcast_2_piece0 stored as bytes in memory (estimated size 55.5 KiB, actual size: 55.5 KiB, free 11.8 GiB)
"
1740516097272,"INFO	2025-02-25T20:41:37,272	32500	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_2_piece0 in memory on 172.34.51.225:44077 (size: 55.5 KiB, free: 11.8 GiB)
"
1740516097273,"INFO	2025-02-25T20:41:37,273	32501	org.apache.spark.SparkContext	[Thread-7]	60	Created broadcast 2 from csv at NativeMethodAccessorImpl.java:0
"
1740516097274,"INFO	2025-02-25T20:41:37,274	32502	org.apache.spark.sql.execution.FileSourceScanExec	[Thread-7]	60	Planning scan with bin packing, max size: 4194304 bytes, open cost is considered as scanning 4194304 bytes, number of split files: 1, prefetch: false
"
1740516097274,"INFO	2025-02-25T20:41:37,274	32502	org.apache.spark.sql.execution.FileSourceScanExec	[Thread-7]	60	relation: None, fileSplitsInPartitionHistogram: Vector((1 fileSplits,1))
"
1740516097357,"INFO	2025-02-25T20:41:37,357	32585	org.apache.spark.sql.execution.datasources.FileSourceStrategy	[Thread-7]	60	Pushed Filters: 
"
1740516097357,"INFO	2025-02-25T20:41:37,357	32585	org.apache.spark.sql.execution.datasources.FileSourceStrategy	[Thread-7]	60	Post-Scan Filters: 
"
1740516097369,"INFO	2025-02-25T20:41:37,369	32597	org.apache.spark.metrics.source.ThroughputMetricsSource	[spark-listener-group-shared]	30	Metric: s3://gifs-infrastructure-ai-hackathon/mock-data/kaggle-dataset/NVDA2.csv.filesRead is already registered by a different accumulator. Retrying with suffix #1.
"
1740516097369,"INFO	2025-02-25T20:41:37,369	32597	org.apache.spark.metrics.source.ThroughputMetricsSource	[spark-listener-group-shared]	30	Metric: s3://gifs-infrastructure-ai-hackathon/mock-data/kaggle-dataset/NVDA2.csv.bytesRead is already registered by a different accumulator. Retrying with suffix #1.
"
1740516097387,"INFO	2025-02-25T20:41:37,370	32598	org.apache.spark.metrics.source.ThroughputMetricsSource	[spark-listener-group-shared]	30	Metric: s3://gifs-infrastructure-ai-hackathon/mock-data/kaggle-dataset/NVDA2.csv.recordsRead is already registered by a different accumulator. Retrying with suffix #1.
"
1740516097406,"INFO	2025-02-25T20:41:37,405	32633	org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator	[Thread-7]	60	Code generated in 14.797934 ms
"
1740516097411,"INFO	2025-02-25T20:41:37,410	32638	org.apache.spark.storage.memory.MemoryStore	[Thread-7]	60	Block broadcast_3 stored as values in memory (estimated size 292.3 KiB, free 11.8 GiB)
