timestamp,message
2025-02-25T20:48:53,ntialsProvider=com.amazonaws.auth.DefaultAWSCredentialsProviderChain -Dspark.metrics.conf.driver.source.glue.resourceUtilization.class=org.apache.spark.metrics.source.ResourceUtilizationMetricsSource -Dspark.hadoop.fs.s3a.aws.credentials.provider=software.amazon.awssdk.auth.credentials.DefaultCredentialsProvider -Dspark.hadoop.fs.s3.getObject.initialSocketTimeoutMilliseconds=2000 -Dspark.authenticate=true -Dspark.hadoop.mapreduce.fileoutputcommitter.algorithm.version.emr_internal_use_only.EmrFileSystem=2 -Dspark.shuffle.service.enabled=false -Dspark.executor.extraClassPath=/usr/lib/hadoop-lzo/lib/*:/usr/lib/hadoop/hadoop-aws.jar:/usr/share/aws/aws-java-sdk/*:/usr/share/aws/emr/emrfs/conf:/usr/share/aws/emr/emrfs/lib/*:/usr/share/aws/emr/emrfs/auxlib/*:/usr/share/aws/emr/goodies/lib/emr-spark-goodies.jar:/usr/share/aws/emr/goodies/lib/emr-serverless-spark-goodies.jar:/usr/share/aws/emr/security/conf:/usr/share/aws/emr/security/lib/*:/usr/share/aws/hmclient/lib/aws-glue-datacatalog-spark-client.jar:/usr/share/j
2025-02-25T20:48:53,ava/Hive-JSON-Serde/hive-openx-serde.jar:/usr/share/aws/sagemaker-spark-sdk/lib/sagemaker-spark-sdk.jar:/usr/share/aws/emr/s3select/lib/emr-s3-select-spark-connector.jar:/docker/usr/lib/hadoop-lzo/lib/*:/docker/usr/lib/hadoop/hadoop-aws.jar:/docker/usr/share/aws/aws-java-sdk/*:/docker/usr/share/aws/emr/emrfs/conf:/docker/usr/share/aws/emr/emrfs/lib/*:/docker/usr/share/aws/emr/emrfs/auxlib/*:/docker/usr/share/aws/emr/goodies/lib/emr-spark-goodies.jar:/docker/usr/share/aws/emr/security/conf:/docker/usr/share/aws/emr/security/lib/*:/docker/usr/share/aws/hmclient/lib/aws-glue-datacatalog-spark-client.jar:/docker/usr/share/java/Hive-JSON-Serde/hive-openx-serde.jar:/docker/usr/share/aws/sagemaker-spark-sdk/lib/sagemaker-spark-sdk.jar:/docker/usr/share/aws/emr/s3select/lib/emr-s3-select-spark-connector.jar:/usr/share/aws/redshift/jdbc/RedshiftJDBC.jar:/usr/share/aws/redshift/spark-redshift/lib/*:/usr/share/aws/iceberg/lib/iceberg-emr-common.jar:/usr/share/aws/iceberg/lib/iceberg-spark3-runtime.jar -Dspark.hadoop.fs.
2025-02-25T20:48:53,defaultFS=file:/// -Dspark.hadoop.lakeformation.credentials.url=http://localhost:9998/lakeformationcredentials -Dspark.metrics.conf.driver.source.glue.jobPerformance.skewnessFactor=5 -Dspark.emr-serverless.client.create.batch.size=100 -Dspark.sql.parquet.fs.optimized.committer.optimization-enabled=true -Dspark.rpc.askTimeout=600 -Dspark.executor.cores=8 -Dspark.metrics.conf.*.source.s3.class=org.apache.spark.metrics.source.S3FileSystemSource -Dspark.hadoop.mapreduce.fileoutputcommitter.cleanup-failures.ignored.emr_internal_use_only.EmrFileSystem=true -Dspark.driver.extraLibraryPath=/usr/lib/hadoop/lib/native:/usr/lib/hadoop-lzo/lib/native:/docker/usr/lib/hadoop/lib/native:/docker/usr/lib/hadoop-lzo/lib/native -Dspark.history.ui.port=18080 -Dspark.metrics.conf.*.sink.GlueCloudwatch.namespace=Glue -Dspark.glue.glue-python-libs-dir=/tmp/glue-job-1061036608549436333/python -Dspark.driver.defaultJavaOptions=-XX:OnOutOfMemoryError='kill -9 %p' -Dspark.glue.glue-libs-temp-dir-path=/tmp/glue-job-1061036608549436333 -
2025-02-25T20:48:53,"Dspark.glue.GLUE_COMMAND_CRITERIA=glueetl -Dspark.unsafe.sorter.spill.read.ahead.enabled=false -Dspark.hadoop.parquet.enable.summary-metadata=false -Dspark.authenticate.secret=<HIDDEN> -Dspark.executorEnv.PYTHONPATH=python_environment -Dspark.dynamicAllocation.executorIdleTimeout=600s -Dspark.executor.memory=20g -Dspark.metrics.conf.*.sink.GlueCloudwatch.jobRunId=jr_e5bf28605ccb2b8466054a3d53a9f6f56eae2edb9c0c7f33c83331cff8f9fc85 -Dspark.dynamicAllocation.enabled=true -Dspark.emr-serverless.client.release.batch.size=100 -Dspark.files.useFetchCache=false com.amazonaws.services.glue.ProcessLauncher --launch-class org.apache.spark.deploy.PythonRunner /tmp/glue-job-1061036608549436333/pythonrunner/runscript.py  /tmp/glue-job-1061036608549436333/Hackathon-Test-Glue-2.py true --glue-di-packages-correlation-ids 20250221-214853_,20250221-214853_,6294489919,6294489919 --job-bookmark-option job-bookmark-disable --internal-lib-urls https://prod-us-east-1-package-distribution-artifacts-bucket.s3.amazonaws.com/002/Glue5.0"
2025-02-25T20:48:53,/aws-glue-dataplane-python/java17/5.0.349/4nC4m1-AWSGlueDataplanePython-5.0.349.py.zip?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBUaCXVzLWVhc3QtMSJHMEUCIGXMNHtOB6YE52W5B1N5jDUajwt%2BFn5NpLjmgCbVDb7OAiEAuctZ2aATfM7uTWRP1jpqSylPkw%2FfdlTOnLX%2BJL9%2FWpUqlwIIThAAGgwzMzk3MTI4NjU3OTQiDM2ImT7X%2FpVXF9psECr0AUCtzMo%2BjjVDQmIekzIdl8KoXBO4%2F5mMoGRBIG%2FlCk%2Fi1DZS7StVkf1%2FwxcEwpzn06TexfyxcnFbPYbKbKgOlgjuuZw7TzRO7TUTr%2B13dkJCieySsMpeUFsGZXKyXGn6ZW%2B%2BA5UStq5ya4S98fIB4KxBa640WcFzqfMMV7P56I%2FFADNJyeRxMc5a8KZUEd%2FRqNuOV8wHv4N%2BcJeXBFZ%2BJQcwChDVasHtZlSgSD1ta53ayf75s9LZQvCxff5wnIUfmyyWoJptJZB2EKhF%2F2bAxuws%2FQZHM4gyNIlUc8yfJfDJ6UBz%2B5MmYAmLwC4TXKvC8sS5FeEw%2F9j4vQY6jwGXe4EdxXTqM3OsvmXMXlkeX2oKusIkbc2qo7SC1SpxtJEX9pKAzCidRzvzNh6f1vYw76XvnhQ2Zj3JeNreWS1QEmQTeMa0qAMO359V2DL4YLvhe6i3QlW%2BSAKRxfAkdRiOoDBgzla6dCoaibVBQvns5%2FgirHaQjas4lRYI4GfYKOOuw8NHR5TiFCLBBm4gtA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20250225T204824Z&X-Amz-SignedHeaders=host&X-Amz-Credential=ASIAU6GDW6YBPKW4F2IG%2F20250225%2Fus-east-1%2Fs3%2
2025-02-25T20:48:53,"Faws4_request&X-Amz-Expires=1800&X-Amz-Signature=25555e1961a79664679fbc7efc99799aa749a0f34104776571d3029029e93fbd,https://prod-us-east-1-package-distribution-artifacts-bucket.s3.amazonaws.com/002/Glue5.0/aws-glue-di-libs/java17/5.0.349/UcyzHl-aws-glue-di-package-5.0.349.jar?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBUaCXVzLWVhc3QtMSJHMEUCIGXMNHtOB6YE52W5B1N5jDUajwt%2BFn5NpLjmgCbVDb7OAiEAuctZ2aATfM7uTWRP1jpqSylPkw%2FfdlTOnLX%2BJL9%2FWpUqlwIIThAAGgwzMzk3MTI4NjU3OTQiDM2ImT7X%2FpVXF9psECr0AUCtzMo%2BjjVDQmIekzIdl8KoXBO4%2F5mMoGRBIG%2FlCk%2Fi1DZS7StVkf1%2FwxcEwpzn06TexfyxcnFbPYbKbKgOlgjuuZw7TzRO7TUTr%2B13dkJCieySsMpeUFsGZXKyXGn6ZW%2B%2BA5UStq5ya4S98fIB4KxBa640WcFzqfMMV7P56I%2FFADNJyeRxMc5a8KZUEd%2FRqNuOV8wHv4N%2BcJeXBFZ%2BJQcwChDVasHtZlSgSD1ta53ayf75s9LZQvCxff5wnIUfmyyWoJptJZB2EKhF%2F2bAxuws%2FQZHM4gyNIlUc8yfJfDJ6UBz%2B5MmYAmLwC4TXKvC8sS5FeEw%2F9j4vQY6jwGXe4EdxXTqM3OsvmXMXlkeX2oKusIkbc2qo7SC1SpxtJEX9pKAzCidRzvzNh6f1vYw76XvnhQ2Zj3JeNreWS1QEmQTeMa0qAMO359V2DL4YLvhe6i3QlW%2BSAKRxfAkdRiOoDBgzla6dCoaibVBQvns5%2FgirHaQjas4lR"
2025-02-25T20:48:53,"YI4GfYKOOuw8NHR5TiFCLBBm4gtA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20250225T204824Z&X-Amz-SignedHeaders=host&X-Amz-Credential=ASIAU6GDW6YBPKW4F2IG%2F20250225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Expires=1800&X-Amz-Signature=19036bff02d1d2a79cc943312d05d819e8c4b7a91a2583d34200d65d8e683de2,https://prod-us-east-1-package-distribution-artifacts-bucket.s3.amazonaws.com/002/Glue5.0/AwsGlueMLLibsPython/java17/5.0.243/HGDoA1-AwsGlueMLLibs.py.zip?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBUaCXVzLWVhc3QtMSJHMEUCIGXMNHtOB6YE52W5B1N5jDUajwt%2BFn5NpLjmgCbVDb7OAiEAuctZ2aATfM7uTWRP1jpqSylPkw%2FfdlTOnLX%2BJL9%2FWpUqlwIIThAAGgwzMzk3MTI4NjU3OTQiDM2ImT7X%2FpVXF9psECr0AUCtzMo%2BjjVDQmIekzIdl8KoXBO4%2F5mMoGRBIG%2FlCk%2Fi1DZS7StVkf1%2FwxcEwpzn06TexfyxcnFbPYbKbKgOlgjuuZw7TzRO7TUTr%2B13dkJCieySsMpeUFsGZXKyXGn6ZW%2B%2BA5UStq5ya4S98fIB4KxBa640WcFzqfMMV7P56I%2FFADNJyeRxMc5a8KZUEd%2FRqNuOV8wHv4N%2BcJeXBFZ%2BJQcwChDVasHtZlSgSD1ta53ayf75s9LZQvCxff5wnIUfmyyWoJptJZB2EKhF%2F2bAxuws%2FQZHM4gyNIlUc8yfJfDJ6UBz%2B5MmYAmLwC4TXKvC8sS5FeEw"
2025-02-25T20:48:53,"%2F9j4vQY6jwGXe4EdxXTqM3OsvmXMXlkeX2oKusIkbc2qo7SC1SpxtJEX9pKAzCidRzvzNh6f1vYw76XvnhQ2Zj3JeNreWS1QEmQTeMa0qAMO359V2DL4YLvhe6i3QlW%2BSAKRxfAkdRiOoDBgzla6dCoaibVBQvns5%2FgirHaQjas4lRYI4GfYKOOuw8NHR5TiFCLBBm4gtA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20250225T204824Z&X-Amz-SignedHeaders=host&X-Amz-Credential=ASIAU6GDW6YBPKW4F2IG%2F20250225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Expires=1800&X-Amz-Signature=1cfacdac9c99e4eaa1221b0ba7284a0367521a22e1d30e3c3f438dfa0eb517df,https://prod-us-east-1-package-distribution-artifacts-bucket.s3.amazonaws.com/002/Glue5.0/AwsGlueMLLibs/java17/5.0.243/1ZSjlv-AwsGlueMLLibs.jar?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBUaCXVzLWVhc3QtMSJHMEUCIGXMNHtOB6YE52W5B1N5jDUajwt%2BFn5NpLjmgCbVDb7OAiEAuctZ2aATfM7uTWRP1jpqSylPkw%2FfdlTOnLX%2BJL9%2FWpUqlwIIThAAGgwzMzk3MTI4NjU3OTQiDM2ImT7X%2FpVXF9psECr0AUCtzMo%2BjjVDQmIekzIdl8KoXBO4%2F5mMoGRBIG%2FlCk%2Fi1DZS7StVkf1%2FwxcEwpzn06TexfyxcnFbPYbKbKgOlgjuuZw7TzRO7TUTr%2B13dkJCieySsMpeUFsGZXKyXGn6ZW%2B%2BA5UStq5ya4S98fIB4KxBa640WcFzqfMMV7P56I%"
2025-02-25T20:48:53,2FFADNJyeRxMc5a8KZUEd%2FRqNuOV8wHv4N%2BcJeXBFZ%2BJQcwChDVasHtZlSgSD1ta53ayf75s9LZQvCxff5wnIUfmyyWoJptJZB2EKhF%2F2bAxuws%2FQZHM4gyNIlUc8yfJfDJ6UBz%2B5MmYAmLwC4TXKvC8sS5FeEw%2F9j4vQY6jwGXe4EdxXTqM3OsvmXMXlkeX2oKusIkbc2qo7SC1SpxtJEX9pKAzCidRzvzNh6f1vYw76XvnhQ2Zj3JeNreWS1QEmQTeMa0qAMO359V2DL4YLvhe6i3QlW%2BSAKRxfAkdRiOoDBgzla6dCoaibVBQvns5%2FgirHaQjas4lRYI4GfYKOOuw8NHR5TiFCLBBm4gtA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20250225T204824Z&X-Amz-SignedHeaders=host&X-Amz-Credential=ASIAU6GDW6YBPKW4F2IG%2F20250225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Expires=1800&X-Amz-Signature=95e3250186c205a4e062b07b84e434df9f9ad9d014192815a923ffeefa0ab76e --JOB_ID j_a55eb1c1bfbd167a33c07f5340f894ce0790d19273e0307b668794c14f554294 true --enable-spark-ui true --spark-event-logs-path s3://aws-glue-assets-842675997893-us-east-1/sparkHistoryLogs/ --JOB_RUN_ID jr_e5bf28605ccb2b8466054a3d53a9f6f56eae2edb9c0c7f33c83331cff8f9fc85 --enable-continuous-cloudwatch-log true --tenant-internal glue --JOB_NAME Hackathon-Test-Glue-2 --en
2025-02-25T20:48:53,"able-spark-ui-legacy-path true --TempDir s3://aws-glue-assets-842675997893-us-east-1/temporary/""
"
