timestamp,message
1740517632370,"INFO	2025-02-25T21:07:12,370	2545	com.amazon.ws.emr.hadoop.fs.util.PlatformInfo	[main]	63	Unable to read clusterId from /var/lib/instance-controller/extraInstanceData.json, trying EMR job-flow data file: /var/lib/info/job-flow.json
"
1740517632371,"INFO	2025-02-25T21:07:12,370	2545	com.amazon.ws.emr.hadoop.fs.util.PlatformInfo	[main]	71	Unable to read clusterId from /var/lib/info/job-flow.json, out of places to look
"
1740517632833,"WARN	2025-02-25T21:07:12,832	3007	com.amazonaws.util.VersionInfoUtils	[main]	85	The AWS SDK for Java 1.x entered maintenance mode starting July 31, 2024 and will reach end of support on December 31, 2025. For more information, see https://aws.amazon.com/blogs/developer/the-aws-sdk-for-java-1-x-is-in-maintenance-mode-effective-july-31-2024/
You can print where on the file system the AWS SDK for Java 1.x core runtime is located by setting the AWS_JAVA_V1_PRINT_LOCATION environment variable or aws.java.v1.printLocation system property to 'true'.
This message can be disabled by setting the AWS_JAVA_V1_DISABLE_DEPRECATION_ANNOUNCEMENT environment variable or aws.java.v1.disableDeprecationAnnouncement system property to 'true'.
The AWS SDK for Java 1.x is being used here:
at java.base/java.lang.Thread.getStackTrace(Thread.java:1619)
at com.amazonaws.util.VersionInfoUtils.printDeprecationAnnouncement(VersionInfoUtils.java:81)
at com.amazonaws.util.VersionInfoUtils.<clinit>(VersionInfoUtils.java:59)
at com.amazonaws."
1740517632833,"internal.EC2ResourceFetcher.<clinit>(EC2ResourceFetcher.java:44)
at com.amazonaws.auth.InstanceMetadataServiceCredentialsFetcher.<init>(InstanceMetadataServiceCredentialsFetcher.java:38)
at com.amazonaws.auth.InstanceProfileCredentialsProvider.<init>(InstanceProfileCredentialsProvider.java:111)
at com.amazonaws.auth.InstanceProfileCredentialsProvider.<init>(InstanceProfileCredentialsProvider.java:91)
at com.amazonaws.auth.InstanceProfileCredentialsProvider.<init>(InstanceProfileCredentialsProvider.java:75)
at com.amazonaws.auth.InstanceProfileCredentialsProvider.<clinit>(InstanceProfileCredentialsProvider.java:58)
at com.amazonaws.auth.EC2ContainerCredentialsProviderWrapper.initializeProvider(EC2ContainerCredentialsProviderWrapper.java:66)
at com.amazonaws.auth.EC2ContainerCredentialsProviderWrapper.<init>(EC2ContainerCredentialsProviderWrapper.java:55)
at com.amazonaws.auth.DefaultAWSCredentialsProviderChain.<init>(DefaultAWSCredentialsProviderChain.java:60)
at com.amazonaws.auth.DefaultAWSCredentialsProvide"
1740517632834,"rChain.<clinit>(DefaultAWSCredentialsProviderChain.java:54)
at java.base/java.lang.Class.forName0(Native Method)
at java.base/java.lang.Class.forName(Class.java:375)
at com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory.getCustomAwsCredentialsProvider(DefaultAWSCredentialsProviderFactory.java:61)
at com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory.getAwsCredentialsProviderChain(DefaultAWSCredentialsProviderFactory.java:32)
at com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory.getAwsCredentialsProvider(DefaultAWSCredentialsProviderFactory.java:26)
at com.amazon.ws.emr.hadoop.fs.guice.EmrFSProdModule.getAwsCredentialsProvider(EmrFSProdModule.java:81)
at com.amazon.ws.emr.hadoop.fs.guice.EmrFSProdModule.createAmazonS3LiteClient(EmrFSProdModule.java:93)
at com.amazon.ws.emr.hadoop.fs.guice.EmrFSProdModule.createAmazonS3Lite(EmrFSProdModule.java:266)
at com.amazon.ws.emr.hadoop.fs.guice.EmrFSBaseModule.provideAmazonS3Lite(EmrFSBaseModule.java:112)
at co"
1740517632834,"m.amazon.ws.emr.hadoop.fs.guice.EmrFSBaseModule$$FastClassByGuice$$1921810.GUICE$TRAMPOLINE(<generated>)
at com.amazon.ws.emr.hadoop.fs.guice.EmrFSBaseModule$$FastClassByGuice$$1921810.apply(<generated>)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ProviderMethod$FastClassProviderMethod.doProvision(ProviderMethod.java:260)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ProviderMethod.doProvision(ProviderMethod.java:171)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.InternalProviderInstanceBindingImpl$CyclicFactory.provision(InternalProviderInstanceBindingImpl.java:185)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.InternalProviderInstanceBindingImpl$CyclicFactory.get(InternalProviderInstanceBindingImpl.java:162)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ProviderToInternalFactoryAdapter.get(ProviderToInternalFactoryAdapter.java:40)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.SingletonScope$1."
1740517632834,"get(SingletonScope.java:169)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.InternalFactoryToProviderAdapter.get(InternalFactoryToProviderAdapter.java:45)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.SingleParameterInjector.inject(SingleParameterInjector.java:40)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.SingleParameterInjector.getAll(SingleParameterInjector.java:60)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ProviderMethod.doProvision(ProviderMethod.java:171)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.InternalProviderInstanceBindingImpl$CyclicFactory.provision(InternalProviderInstanceBindingImpl.java:185)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.InternalProviderInstanceBindingImpl$CyclicFactory.get(InternalProviderInstanceBindingImpl.java:162)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ProviderToInternalFactoryAdapter.get(ProviderToInternalFactoryAdapter.java:"
1740517632834,"40)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.SingletonScope$1.get(SingletonScope.java:169)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.InternalFactoryToProviderAdapter.get(InternalFactoryToProviderAdapter.java:45)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.SingleFieldInjector.inject(SingleFieldInjector.java:50)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.MembersInjectorImpl.injectMembers(MembersInjectorImpl.java:146)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ConstructorInjector.provision(ConstructorInjector.java:124)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ConstructorInjector.construct(ConstructorInjector.java:91)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.ConstructorBindingImpl$Factory.get(ConstructorBindingImpl.java:300)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.FactoryProxy.get(FactoryProxy.java:60)
at com.amazon.ws.emr.hadoop.f"
1740517632834,"s.shaded.com.google.inject.internal.InjectorImpl$1.get(InjectorImpl.java:1101)
at com.amazon.ws.emr.hadoop.fs.shaded.com.google.inject.internal.InjectorImpl.getInstance(InjectorImpl.java:1134)
at com.amazon.ws.emr.hadoop.fs.EmrFileSystem.initialize(EmrFileSystem.java:95)
at org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:3662)
at org.apache.hadoop.fs.FileSystem.access$300(FileSystem.java:171)
at org.apache.hadoop.fs.FileSystem$Cache.getInternal(FileSystem.java:3763)
at org.apache.hadoop.fs.FileSystem$Cache.get(FileSystem.java:3714)
at org.apache.hadoop.fs.FileSystem.get(FileSystem.java:564)
at org.apache.hadoop.fs.Path.getFileSystem(Path.java:374)
at com.amazonaws.services.glue.LogPusher.<init>(LogPusher.scala:25)
at com.amazonaws.services.glue.ProcessLauncher.$anonfun$logPusher$3(ProcessLauncher.scala:259)
at scala.Option.map(Option.scala:230)
at com.amazonaws.services.glue.ProcessLauncher.$anonfun$logPusher$2(ProcessLauncher.scala:225)
at scala.Option$WithFilter.flatMap(Option.scala:271)
at"
1740517632834," com.amazonaws.services.glue.ProcessLauncher.<init>(ProcessLauncher.scala:216)
at com.amazonaws.services.glue.ProcessLauncher.<init>(ProcessLauncher.scala:197)
at com.amazonaws.services.glue.ProcessLauncher$.main(ProcessLauncher.scala:32)
at com.amazonaws.services.glue.ProcessLauncher.main(ProcessLauncher.scala)
"
1740517633102,"INFO	2025-02-25T21:07:13,102	3277	com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory	[main]	72	Unable to create provider using constructor: DefaultAWSCredentialsProviderChain(java.net.URI, org.apache.hadoop.conf.Configuration)
"
1740517633234,"INFO	2025-02-25T21:07:13,234	3409	com.amazon.ws.emr.hadoop.fs.util.ClientConfigurationFactory	[main]	85	Set initial getObject socket timeout to 2000 ms.
"
1740517633501,"INFO	2025-02-25T21:07:13,501	3676	com.amazonaws.services.glue.SafeLogging	[main]	60	Initializing logging subsystem
"
1740517639226,"INFO	2025-02-25T21:07:19,226	9401	org.apache.spark.emr.EMRParamSideChannel	[Thread-7]	177	Setting FGAC mode to false
"
1740517639237,"INFO	2025-02-25T21:07:19,237	9412	org.apache.spark.SparkContext	[Thread-7]	60	Running Spark version 3.5.2-amzn-1
"
1740517639237,"INFO	2025-02-25T21:07:19,237	9412	org.apache.spark.SparkContext	[Thread-7]	60	OS info Linux, 5.10.233-224.894.amzn2.x86_64, amd64
"
1740517639238,"INFO	2025-02-25T21:07:19,238	9413	org.apache.spark.SparkContext	[Thread-7]	60	Java version 17.0.13
"
1740517639269,"INFO	2025-02-25T21:07:19,268	9443	org.apache.spark.resource.ResourceUtils	[Thread-7]	60	==============================================================
"
1740517639269,"INFO	2025-02-25T21:07:19,269	9444	org.apache.spark.resource.ResourceUtils	[Thread-7]	60	No custom resources configured for spark.driver.
"
1740517639270,"INFO	2025-02-25T21:07:19,269	9444	org.apache.spark.resource.ResourceUtils	[Thread-7]	60	==============================================================
"
1740517639270,"INFO	2025-02-25T21:07:19,270	9445	org.apache.spark.SparkContext	[Thread-7]	60	Submitted application: nativespark-Hackathon-Test-Glue-2-jr_7db86166969a95536b1eda3fa68973f64cc35756c4337acebab08c9031857df5
"
1740517639295,"INFO	2025-02-25T21:07:19,294	9469	org.apache.spark.resource.ResourceProfile	[Thread-7]	60	Default ResourceProfile created, executor resources: Map(executorType -> name: executorType, amount: 1, script: , vendor: , cores -> name: cores, amount: 8, script: , vendor: , memory -> name: memory, amount: 20480, script: , vendor: , offHeap -> name: offHeap, amount: 0, script: , vendor: ), task resources: Map(cpus -> name: cpus, amount: 1.0)
"
1740517639305,"INFO	2025-02-25T21:07:19,304	9479	org.apache.spark.resource.ResourceProfile	[Thread-7]	60	Limiting resource is cpus at 8 tasks per executor
"
1740517639306,"INFO	2025-02-25T21:07:19,306	9481	org.apache.spark.resource.ResourceProfileManager	[Thread-7]	60	Added ResourceProfile id: 0
"
1740517639311,"INFO	2025-02-25T21:07:19,311	9486	org.apache.spark.resource.ResourceProfile	[Thread-7]	60	User executor ResourceProfile created, executor resources: Map(executorType -> name: executorType, amount: 1, script: , vendor: , cores -> name: cores, amount: 8, script: , vendor: , memory -> name: memory, amount: 20480, script: , vendor: , offHeap -> name: offHeap, amount: 0, script: , vendor: ), task resources: Map(cpus -> name: cpus, amount: 1.0)
"
1740517639312,"INFO	2025-02-25T21:07:19,312	9487	org.apache.spark.resource.ResourceProfile	[Thread-7]	60	Limiting resource is cpus at 8 tasks per executor
"
1740517639312,"INFO	2025-02-25T21:07:19,312	9487	org.apache.spark.resource.ResourceProfileManager	[Thread-7]	60	Added ResourceProfile id: 1
"
1740517639430,"INFO	2025-02-25T21:07:19,430	9605	org.apache.spark.SecurityManager	[Thread-7]	60	Changing view acls to: hadoop
"
1740517639431,"INFO	2025-02-25T21:07:19,430	9605	org.apache.spark.SecurityManager	[Thread-7]	60	Changing modify acls to: hadoop
"
1740517639431,"INFO	2025-02-25T21:07:19,431	9606	org.apache.spark.SecurityManager	[Thread-7]	60	Changing view acls groups to: 
"
1740517639432,"INFO	2025-02-25T21:07:19,431	9606	org.apache.spark.SecurityManager	[Thread-7]	60	Changing modify acls groups to: 
"
1740517639432,"INFO	2025-02-25T21:07:19,432	9607	org.apache.spark.SecurityManager	[Thread-7]	60	SecurityManager: authentication enabled; ui acls disabled; users with view permissions: hadoop; groups with view permissions: EMPTY; users with modify permissions: hadoop; groups with modify permissions: EMPTY
"
1740517639730,"INFO	2025-02-25T21:07:19,729	9904	org.apache.spark.util.Utils	[Thread-7]	60	Successfully started service 'sparkDriver' on port 43701.
"
1740517639781,"INFO	2025-02-25T21:07:19,781	9956	org.apache.spark.SparkEnv	[Thread-7]	60	Registering MapOutputTracker
"
1740517639848,"INFO	2025-02-25T21:07:19,848	10023	org.apache.spark.SparkEnv	[Thread-7]	60	Registering BlockManagerMaster
"
1740517639877,"INFO	2025-02-25T21:07:19,876	10051	org.apache.spark.storage.BlockManagerMasterEndpoint	[Thread-7]	60	Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
"
1740517639877,"INFO	2025-02-25T21:07:19,877	10052	org.apache.spark.storage.BlockManagerMasterEndpoint	[Thread-7]	60	BlockManagerMasterEndpoint up
"
1740517639885,"INFO	2025-02-25T21:07:19,885	10060	org.apache.spark.SparkEnv	[Thread-7]	60	Registering BlockManagerMasterHeartbeat
"
1740517639912,"INFO	2025-02-25T21:07:19,912	10087	org.apache.spark.storage.DiskBlockManager	[Thread-7]	60	Created local directory at /tmp/blockmgr-867bd0f9-967d-4127-b350-55be23dadaa3
"
1740517639930,"INFO	2025-02-25T21:07:19,930	10105	org.apache.spark.storage.memory.MemoryStore	[Thread-7]	60	MemoryStore started with capacity 11.8 GiB
"
1740517639947,"INFO	2025-02-25T21:07:19,947	10122	org.apache.spark.SparkEnv	[Thread-7]	60	Registering OutputCommitCoordinator
"
1740517639953,"INFO	2025-02-25T21:07:19,953	10128	org.apache.spark.subresultcache.SubResultCacheManager	[Thread-7]	60	Sub-result caches are disabled.
"
1740517639989,"INFO	2025-02-25T21:07:19,988	10163	org.apache.spark.SparkContext	[Thread-7]	60	Added JAR /tmp/glue-job-10039463435112849203/jars/1ZSjlv-AwsGlueMLLibs.jar at spark://172.39.96.161:43701/jars/1ZSjlv-AwsGlueMLLibs.jar with timestamp 1740517639227
"
1740517639990,"INFO	2025-02-25T21:07:19,990	10165	org.apache.spark.SparkContext	[Thread-7]	60	Added JAR /tmp/glue-job-10039463435112849203/jars/UcyzHl-aws-glue-di-package-5.0.349.jar at spark://172.39.96.161:43701/jars/UcyzHl-aws-glue-di-package-5.0.349.jar with timestamp 1740517639227
"
1740517640073,"INFO	2025-02-25T21:07:20,073	10248	org.apache.spark.SparkContext	[Thread-7]	60	Added archive /tmp/glue-job-10039463435112849203_glue_venv.zip#python_environment at spark://172.39.96.161:43701/files/glue-job-10039463435112849203_glue_venv.zip with timestamp 1740517639227
"
1740517640074,"INFO	2025-02-25T21:07:20,074	10249	org.apache.spark.util.Utils	[Thread-7]	60	Copying /tmp/glue-job-10039463435112849203_glue_venv.zip to /tmp/spark-ad6b0bc8-8d90-4e3b-a961-cd7c4c237d6b/glue-job-10039463435112849203_glue_venv.zip
"
1740517640096,"INFO	2025-02-25T21:07:20,096	10271	org.apache.spark.SparkContext	[Thread-7]	60	Unpacking an archive /tmp/glue-job-10039463435112849203_glue_venv.zip#python_environment from /tmp/spark-ad6b0bc8-8d90-4e3b-a961-cd7c4c237d6b/glue-job-10039463435112849203_glue_venv.zip to /tmp/spark-17ba951d-9c13-4cdd-9fad-aaf1131d1bc7/userFiles-ca85fb84-ac7e-440c-bf14-99577c0bd5f4/python_environment
"
1740517640594,"INFO	2025-02-25T21:07:20,594	10769	org.apache.spark.scheduler.cluster.glue.JESClusterManager	[Thread-7]	121	Python path for executors: python_environment
"
1740517640598,"INFO	2025-02-25T21:07:20,598	10773	org.apache.spark.deploy.glue.client.GlueRMClientFactory	[Thread-7]	60	JESClusterManager: Initializing JES client with endpoint: https://glue-jes-prod.us-east-1.amazonaws.com
"
